upm,nvivi,nhoga,year,fex,facpob,area,dptorep,ipcm,linea_pobreza_total,linea_pobreza_extrema,vivi_vivienda,vivi_piezas,vivi_dormitorios,vivi_pared,vivi_piso,vivi_techo,vivi_agua_proveedor,vivi_agua_fuente,vivi_agua_proveedor_beber,vivi_agua_fuente_beber,vivi_luz_electrica,vivi_linea_fija,vivi_celular,vivi_banho,vivi_banho_desague,vivi_pieza_cocinar,vivi_combustible,vivi_basura,vivi_vivienda_propiedad,vivi_lote_propiedad,vivi_computadora,vivi_tableta,vivi_internet,vivi_radio,vivi_televisor,vivi_heladera,vivi_cocina_gas,vivi_cocina_elec,vivi_lavarropas,vivi_videoDVD,vivi_termocalefon,vivi_acondicionador_aire,vivi_antena_parabolica,vivi_tv_cable,vivi_horno_microondas,vivi_horno_electrico,vivi_auto_camion,vivi_motocicleta,hh_conyuge_present,hh_tipo_hogar,hh_personal_domestico,hh_miembros_5ymenos,hh_miembros_6a14,hh_miembros_15a64,hh_miembros_65ymas,hh_dependents,hh_youth_dependents,hh_old_dependents,hh_females,hh_males,hh_tekopora,hh_totpers,jefe_female,jefe_edad,jefe_idioma,jefe_aniosestudio,jefe_estado_civil,jefe_seguro_medico,jefe_sabe_leer_escribir,jefe_tipo_empleo,jefe_tiene_trabajo,jefe_quiere_trabajo,jefe_caja_jubilacion1
11748,949,2,2019,545,2725,6,7,511944.7092469033,497049,243608,1,2,1,4,4,1,2,2,2,2,1,6,1,1,2,1,2,3,1,1,6,6,6,6,1,1,1,1,1,1,6,6,6,1,1,1,6,1,1,2,0,3,0,2,0,3,3,0,2,3,0,5,0,23,3,7,2,7,1,2,1,0,6
11802,9,1,2019,361,1083,6,7,130495.71020019102,497049,243608,1,2,2,3,1,4,3,1,3,1,1,6,1,1,6,6,1,1,1,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,0,4,0,0,1,2,0,1,1,0,3,0,0,3,1,43,1,0,5,7,6,4,1,0,6
11802,25,1,2019,514,3084,6,7,663397.8578574886,497049,243608,1,2,2,3,2,5,3,2,3,2,1,6,1,1,3,1,4,4,5,NA,6,6,6,1,1,1,6,1,1,6,6,6,6,6,6,1,6,1,1,2,0,0,4,2,0,4,4,0,4,2,1,6,1,32,2,3,2,7,1,2,1,0,6
11802,27,1,2019,464,1856,6,7,1129289.7998093455,497049,243608,2,2,2,3,4,1,3,2,3,2,1,6,1,1,2,6,2,3,1,6,6,6,6,6,1,1,1,6,1,6,6,6,6,1,6,6,6,1,0,4,0,1,0,3,0,1,1,0,1,3,0,4,0,50,1,6,5,7,1,6,1,0,6
11802,28,1,2019,535,2140,6,7,497451.9380362264,497049,243608,1,3,2,4,4,4,3,2,3,2,1,6,1,1,2,1,3,3,1,6,6,6,6,6,6,1,6,6,1,6,6,6,6,6,6,6,6,1,1,2,0,1,1,2,0,2,2,0,1,3,0,4,0,36,1,6,2,7,1,2,1,0,6
11802,29,1,2019,578,1734,6,7,443133.61296472955,497049,243608,1,3,1,4,4,4,3,2,3,2,1,6,1,1,3,1,2,1,1,6,6,6,6,1,1,1,1,6,1,6,6,6,6,6,6,1,6,6,0,3,0,1,1,1,0,2,2,0,3,0,0,3,1,24,3,7,5,7,1,6,1,0,6
11802,30,1,2019,446,2230,6,7,1247572.4499523393,497049,243608,1,3,2,3,4,4,2,2,2,2,1,6,1,1,3,1,4,1,1,6,6,6,6,6,1,1,6,1,6,6,6,6,6,6,6,6,6,1,1,2,0,0,0,5,0,0,0,0,2,3,0,5,0,49,1,5,1,7,1,2,1,0,6
11802,54,1,2019,430,860,6,7,782313.8608198306,497049,243608,1,1,1,4,1,4,2,1,2,1,1,6,1,1,3,6,4,1,1,7,6,6,6,1,1,1,6,1,1,6,6,6,6,6,6,6,6,1,0,3,0,0,1,1,0,1,1,0,1,1,0,2,1,49,2,6,3,7,1,4,1,0,6
11802,70,1,2019,481,2405,6,7,843203.0505243114,497049,243608,1,5,3,3,4,1,3,2,3,2,1,6,1,1,3,1,4,1,1,7,6,6,6,1,1,1,6,1,6,6,6,6,6,1,6,1,6,1,1,2,0,1,1,3,0,2,2,0,2,3,0,5,0,39,1,9,2,7,1,2,1,0,6
11802,73,1,2019,535,1605,6,7,801539.1163012417,497049,243608,1,2,1,4,5,4,3,2,3,2,1,6,1,1,2,1,4,1,1,1,6,6,6,6,1,1,6,1,1,6,6,6,6,1,6,6,6,1,1,2,0,1,0,2,0,1,1,0,2,1,0,3,0,27,3,12,2,1,1,2,1,0,1
11802,86,1,2019,478,1434,6,7,816434.6997140157,497049,243608,1,1,1,4,4,4,3,2,3,2,1,6,1,1,2,6,2,2,1,6,6,6,6,6,1,1,1,6,1,6,6,1,6,1,6,1,6,1,1,2,0,1,0,2,0,1,1,0,1,2,0,3,0,30,1,6,2,7,1,2,1,0,6
11849,1,1,2019,285,1425,6,7,1012317.9526066337,497049,243608,1,4,3,4,4,1,2,2,2,2,1,6,1,1,2,1,1,1,1,1,1,6,6,1,6,1,1,6,1,6,6,6,6,6,6,1,1,6,1,2,0,1,2,2,0,3,3,0,3,2,0,5,0,40,2,9,1,7,1,3,1,0,6
11849,3,1,2019,189,567,6,7,1389277.8511848324,497049,243608,1,6,4,4,5,1,2,2,2,2,1,6,1,1,2,1,2,1,1,1,1,6,6,1,1,1,1,1,1,6,6,1,6,1,6,1,6,1,1,4,0,0,0,2,1,1,0,1,1,2,0,3,0,68,1,6,1,1,1,3,1,0,6
11849,5,1,2019,147,441,6,7,946286.0189573448,497049,243608,1,5,4,3,4,4,2,2,2,2,1,6,1,1,2,1,2,1,1,1,6,6,6,1,1,1,1,1,1,6,6,6,6,6,6,1,6,6,0,4,0,0,0,1,2,2,0,2,1,2,0,3,0,59,1,1,5,7,6,4,1,0,6
11849,6,1,2019,251,753,6,7,591110.6161137433,497049,243608,1,4,2,4,4,1,2,2,2,2,1,6,1,1,2,1,4,1,1,1,6,6,6,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,0,4,0,1,0,2,0,1,1,0,3,0,0,3,1,62,1,4,2,1,1,99,0,0,0
11849,18,1,2019,196,392,6,7,2277174.881516584,497049,243608,1,3,2,4,4,1,2,2,2,2,1,6,1,1,3,1,2,1,1,1,6,6,6,1,1,1,1,1,1,6,6,6,6,1,6,6,1,1,1,2,0,0,0,2,0,0,0,0,1,1,0,2,0,51,1,15,1,1,1,99,0,1,0
11849,19,1,2019,252,1008,6,7,1177721.4454976288,497049,243608,1,5,3,4,5,1,2,2,2,2,1,6,1,1,2,1,2,4,1,1,6,6,6,1,1,1,1,6,1,1,6,6,6,6,6,1,6,1,1,2,0,0,0,4,0,0,0,0,1,3,1,4,0,48,1,9,1,7,1,3,1,0,6
11849,20,1,2019,121,121,6,7,1048009.4786729844,497049,243608,1,1,1,3,4,1,2,2,2,2,1,6,1,1,2,1,1,1,1,1,6,6,1,1,1,1,6,1,1,6,6,6,6,6,6,6,6,6,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,70,1,0,5,7,6,4,1,0,6
11849,22,1,2019,224,672,6,7,469039.69194312737,497049,243608,1,4,3,3,4,3,6,2,6,2,1,6,1,1,6,1,1,1,1,1,6,6,6,6,6,1,6,6,1,6,6,6,6,6,6,6,6,6,1,2,0,0,0,3,0,0,0,0,1,2,0,3,0,46,1,6,1,7,1,4,1,0,6
11849,23,1,2019,248,744,6,7,671613.2701421791,497049,243608,1,3,3,4,4,1,6,2,6,2,1,6,1,1,2,1,1,1,1,1,6,6,6,1,1,1,6,1,1,6,6,6,6,6,6,1,6,1,0,3,0,0,1,2,0,1,1,0,2,1,0,3,1,36,1,6,5,7,1,4,1,0,6
11849,32,1,2019,359,1077,6,7,478535.545023696,497049,243608,1,1,1,3,4,1,2,1,2,1,1,6,1,1,6,1,2,1,1,1,6,6,6,6,1,1,1,6,6,6,6,6,6,6,6,6,6,6,0,3,0,2,0,1,0,2,2,0,1,2,0,3,1,21,1,4,5,7,1,6,1,0,6
11855,1,1,2019,297,891,6,7,181593.7777777777,497049,243608,1,3,2,4,5,4,6,2,6,2,1,6,1,1,2,1,2,1,1,1,6,6,6,1,1,1,1,6,1,6,6,6,6,6,6,1,1,1,1,2,0,0,1,2,0,1,1,0,1,2,0,3,0,54,1,8,2,1,1,4,1,0,6
11855,9,1,2019,386,772,6,7,1150000,497049,243608,1,6,3,3,5,5,2,2,2,2,1,6,1,1,2,1,2,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,6,1,6,6,1,1,0,3,0,1,0,1,0,1,1,0,1,1,0,2,1,26,3,16,2,7,1,5,1,0,6
11855,10,1,2019,239,956,6,7,486473.5804384233,497049,243608,1,5,4,4,4,4,2,2,2,2,1,6,1,1,2,1,1,1,1,1,6,6,6,6,6,1,1,1,1,6,6,6,6,6,6,6,1,6,1,4,0,0,1,2,1,2,1,1,2,2,0,4,0,69,1,3,1,7,1,4,1,0,6
11855,12,1,2019,321,1605,6,7,956783.2666666666,497049,243608,1,4,3,4,5,4,2,2,2,2,1,1,1,1,2,1,4,1,6,NA,1,6,1,1,1,1,1,1,1,1,6,6,6,1,1,1,6,1,0,4,0,1,0,4,0,1,1,0,2,3,0,5,1,54,3,6,3,7,1,4,1,0,6
11855,13,1,2019,222,222,6,7,2220833.3333333335,497049,243608,1,2,1,4,4,3,2,2,2,2,1,6,1,1,3,1,4,2,1,1,6,6,1,1,1,1,6,1,6,6,6,6,6,1,6,6,6,6,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,56,1,6,5,7,1,4,1,0,6
11855,24,1,2019,196,784,6,7,2492521.0416666665,497049,243608,1,5,4,3,5,4,2,2,2,2,1,6,1,1,2,1,2,1,1,1,6,6,6,1,1,1,1,6,1,6,6,1,6,1,6,1,6,1,1,4,0,0,0,2,2,2,0,2,2,2,0,4,0,76,1,3,1,1,1,4,1,0,6
11855,25,1,2019,352,1760,6,7,571145.8666666668,497049,243608,1,3,2,4,4,4,6,2,6,2,1,6,1,1,2,1,1,1,1,1,6,6,6,1,1,1,1,1,1,6,6,6,6,6,6,1,6,1,1,2,0,1,2,2,0,3,3,0,1,4,0,5,0,49,1,8,2,7,1,4,1,0,6
11855,28,1,2019,141,141,6,7,620000,497049,243608,1,1,1,3,4,4,7,4,11,7,1,6,1,1,3,1,2,4,1,7,6,6,6,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,81,1,3,4,7,6,4,1,0,6
11855,29,1,2019,300,1500,6,7,791217.1692978451,497049,243608,1,6,4,4,5,4,5,2,5,2,1,6,1,1,3,1,1,2,1,1,6,1,1,6,1,1,1,6,1,6,1,1,6,1,1,1,1,1,1,4,0,0,2,3,0,2,2,0,1,4,0,5,0,36,3,9,2,4,1,3,1,0,6
12107,1,1,2019,221,884,6,7,1063899.7291666667,497049,243608,1,4,3,4,4,4,2,2,2,2,1,6,1,1,7,1,1,4,6,NA,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,1,1,1,2,0,0,1,3,0,1,1,0,1,3,0,4,0,39,1,6,2,1,1,2,1,0,1
12107,3,1,2019,272,1360,6,7,412819.6,497049,243608,1,3,2,4,4,1,2,1,2,1,1,6,1,1,3,1,4,1,4,NA,6,6,6,1,1,1,1,1,6,6,6,6,6,1,6,6,6,1,1,2,0,2,1,2,0,3,3,0,3,2,0,5,0,51,1,4,2,1,1,2,1,0,1
12107,4,1,2019,122,122,6,7,700000,497049,243608,1,1,1,3,4,1,2,5,2,5,1,6,6,1,7,1,7,5,1,1,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,86,1,0,5,7,6,99,0,0,0
12107,11,1,2019,181,181,6,7,2822983.333333333,497049,243608,1,3,2,4,4,1,6,2,6,2,1,6,1,1,2,1,1,4,1,1,6,6,6,1,1,1,1,1,1,1,6,6,6,1,6,1,6,1,0,5,0,0,0,1,0,0,0,0,1,0,0,1,1,50,1,6,4,7,1,3,1,0,6
12107,13,1,2019,167,167,6,7,2529690,497049,243608,1,4,1,4,5,1,2,2,2,2,1,6,1,1,2,1,1,1,6,NA,6,6,6,1,6,1,1,6,6,6,6,6,6,6,6,6,6,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,52,1,5,1,7,6,2,1,0,6
12107,14,1,2019,129,387,6,7,1846712.5,497049,243608,1,4,3,4,5,1,2,2,2,2,1,6,1,1,3,1,1,1,1,1,1,6,6,1,1,1,1,6,1,6,6,1,6,1,6,1,1,6,0,4,0,0,0,1,2,2,0,2,1,2,0,3,0,57,1,12,5,7,1,4,1,0,6
12107,15,1,2019,167,167,6,7,930000,497049,243608,1,3,2,4,4,4,7,4,6,4,1,6,1,1,7,1,1,1,1,1,6,6,1,1,6,1,6,6,6,6,6,6,6,6,6,6,6,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,51,1,3,3,7,1,2,1,0,6
12107,17,1,2019,192,576,6,7,500732.6666666667,497049,243608,1,2,2,4,1,3,2,1,2,2,1,6,6,1,7,6,4,1,1,1,6,6,6,1,1,1,6,1,1,6,6,6,6,1,6,6,6,6,0,4,0,0,2,0,1,3,2,1,1,2,0,3,1,66,1,0,5,7,6,6,1,0,6
12107,19,1,2019,204,612,6,7,3028647.222222222,497049,243608,1,3,2,4,5,1,2,2,2,2,1,6,1,1,2,1,2,1,1,7,6,6,6,1,1,1,1,6,1,6,6,6,6,1,1,1,1,1,0,3,0,0,0,3,0,0,0,0,2,1,0,3,0,52,2,14,1,1,1,1,1,0,1
12107,24,1,2019,227,1135,6,7,377023.5666666667,497049,243608,1,5,4,3,1,1,7,4,7,4,1,6,1,1,3,1,1,1,6,NA,6,6,6,1,1,1,6,1,1,6,6,6,6,6,6,1,6,1,1,4,0,0,2,3,0,2,2,0,1,4,0,5,1,51,1,3,1,7,6,6,1,0,6
12107,29,1,2019,241,964,6,7,595417.8333333333,497049,243608,1,3,2,4,4,3,2,5,2,5,1,6,1,1,7,1,1,1,1,7,6,6,6,6,1,1,6,6,6,6,6,6,6,1,6,6,6,1,1,2,0,1,1,2,0,2,2,0,3,1,0,4,0,38,1,6,2,1,1,2,1,0,1
12151,9,1,2019,197,197,6,7,340383.0895437852,497049,243608,1,1,1,3,1,3,7,4,6,4,1,6,6,6,NA,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,66,1,1,5,7,6,4,1,0,6
12151,16,1,2019,304,1216,6,7,465194.20281220344,497049,243608,1,3,3,3,1,3,7,4,6,4,1,6,1,1,7,1,1,1,1,1,6,6,6,1,1,1,6,6,1,6,6,6,6,1,6,6,6,6,1,4,0,0,1,3,0,1,1,0,3,1,0,4,0,57,1,3,2,7,1,4,1,0,6
12151,20,1,2019,375,2250,6,7,792845.0905624429,497049,243608,1,4,3,4,4,3,2,2,2,2,1,6,1,1,6,1,1,1,1,7,6,6,6,1,1,1,6,6,1,6,6,6,6,1,6,6,6,1,1,2,0,1,0,5,0,1,1,0,4,2,1,6,0,45,1,6,1,7,1,4,1,0,6
12151,31,1,2019,311,933,6,7,459197.59389895265,497049,243608,1,3,2,3,4,3,7,4,6,4,1,6,1,1,6,1,1,1,1,7,6,6,6,1,1,1,6,1,1,6,6,6,6,6,6,1,6,6,0,4,0,0,1,1,1,2,1,1,1,2,1,3,1,66,1,0,4,7,6,4,1,0,6
12151,34,1,2019,452,1356,6,7,731723.9113441394,497049,243608,1,1,1,3,4,3,2,2,2,2,1,6,1,1,3,1,1,1,1,1,6,6,6,6,6,1,6,1,1,6,6,6,6,6,6,6,6,1,1,2,0,1,0,2,0,1,1,0,1,2,0,3,0,24,1,5,1,7,1,4,1,0,6
12151,35,1,2019,418,418,6,7,2358960.9151572995,497049,243608,1,1,1,3,4,3,2,1,2,1,1,6,1,6,NA,6,7,1,1,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,21,1,4,5,7,1,4,1,0,6
12151,36,1,2019,413,3717,6,7,278787.1897044813,497049,243608,1,3,3,3,1,3,2,2,2,2,1,6,1,1,6,1,1,1,1,1,6,6,6,1,1,1,6,6,1,6,6,6,6,1,6,6,6,6,1,2,0,2,3,4,0,5,5,0,4,5,1,9,0,51,1,6,1,7,1,4,1,0,6
12151,37,1,2019,418,1254,6,7,324538.0781696863,497049,243608,1,3,2,3,4,4,2,2,2,2,1,6,1,1,3,1,2,1,1,7,1,6,1,6,1,1,1,1,1,1,6,6,6,6,6,1,6,1,1,2,0,1,0,2,0,1,1,0,1,2,1,3,0,32,3,12,2,7,1,4,1,0,6
12151,38,1,2019,236,236,6,7,712330.9103908504,497049,243608,1,3,2,3,5,3,2,2,2,2,1,6,1,1,3,6,4,1,1,1,6,6,1,6,1,1,1,1,1,6,6,6,6,1,6,1,6,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,50,1,6,6,7,1,99,0,0,0
12151,43,1,2019,383,1915,6,7,798848.2467111557,497049,243608,1,5,3,4,4,1,6,2,6,2,1,6,1,1,2,1,1,1,1,7,6,6,6,6,1,1,6,6,1,6,6,1,6,1,6,6,6,1,1,2,0,0,1,4,0,1,1,0,1,4,1,5,0,56,1,6,1,7,6,99,0,0,0
12151,44,1,2019,455,5915,6,7,266442.2908264288,497049,243608,1,5,4,3,1,4,7,4,6,4,1,6,1,1,6,1,1,1,1,1,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,1,2,0,4,5,4,0,9,9,0,6,7,1,13,0,50,1,6,1,7,1,4,1,0,6
12354,6,1,2019,417,834,6,7,1995483,497049,243608,3,1,1,4,5,1,2,1,2,1,1,6,1,1,2,6,4,1,4,NA,6,6,6,1,1,1,1,1,1,6,6,6,6,6,6,6,6,1,0,4,0,0,0,2,0,0,0,0,0,2,0,2,0,23,1,12,5,1,1,2,1,0,1
12354,7,1,2019,437,2185,6,7,731618.3999999999,497049,243608,1,3,2,3,5,1,2,2,2,2,1,6,1,1,2,1,4,1,1,1,6,6,6,6,1,1,1,1,1,6,6,1,6,1,6,1,6,1,1,5,0,1,1,3,0,2,2,0,2,3,1,5,0,34,3,12,2,7,1,2,1,0,6
12354,8,1,2019,219,876,6,7,928395.8333333334,497049,243608,1,6,3,4,5,1,2,2,2,2,1,6,1,1,2,1,2,1,1,1,6,6,6,1,1,1,1,1,1,6,6,1,6,6,6,6,6,6,1,4,0,0,0,2,2,2,0,2,3,1,0,4,0,78,1,4,1,1,1,3,1,0,6
12354,17,1,2019,431,1293,6,7,1313694.4444444445,497049,243608,1,3,2,4,5,1,2,2,2,2,1,6,1,1,2,1,1,1,1,1,6,6,6,1,1,1,1,1,1,6,6,1,6,1,6,1,6,1,1,2,0,1,0,2,0,1,1,0,2,1,0,3,0,25,3,12,2,7,1,2,1,0,6
12354,18,1,2019,375,2250,6,7,443533,497049,243608,1,3,3,4,4,4,2,2,2,2,1,6,1,1,2,1,1,1,1,1,6,6,6,1,1,1,6,1,1,6,6,6,6,6,6,6,1,1,1,2,0,1,1,4,0,2,2,0,4,2,0,6,0,47,1,5,2,1,1,2,1,0,1
12354,19,1,2019,352,2112,6,7,506108.4444444445,497049,243608,1,2,2,4,4,4,2,2,2,2,1,6,1,1,3,1,3,1,1,2,6,6,6,6,1,1,1,6,1,6,6,6,6,1,6,1,6,1,1,2,0,0,4,2,0,4,4,0,4,2,1,6,1,38,1,1,2,7,6,4,1,0,6
12354,20,1,2019,485,1940,6,7,656000,497049,243608,1,2,1,3,4,1,2,2,2,2,1,6,1,1,3,1,2,1,1,2,6,6,6,1,1,1,1,6,1,6,6,6,6,1,6,1,6,1,1,2,0,2,0,2,0,2,2,0,1,3,0,4,0,27,2,8,2,1,1,2,1,0,1
12354,29,1,2019,289,1445,6,7,30486040,497049,243608,1,6,4,4,5,1,5,2,5,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,0,4,0,0,0,4,1,1,0,1,3,2,0,5,1,77,4,6,4,4,1,99,0,0,0
12354,33,1,2019,287,574,6,7,1554805.8667919766,497049,243608,1,4,3,3,4,1,2,2,2,2,1,6,1,1,6,1,1,1,6,NA,6,6,6,1,1,1,1,1,6,6,6,6,6,1,6,6,6,1,0,4,0,0,0,1,1,1,0,1,0,2,0,2,0,75,1,1,4,7,1,4,1,0,6
12354,48,1,2019,274,822,6,7,621561.5555555555,497049,243608,1,3,2,4,4,1,6,2,6,2,1,6,1,1,3,1,1,1,1,1,6,1,6,1,1,1,6,1,1,6,6,6,6,6,6,6,6,6,0,4,0,0,1,1,1,2,1,1,2,1,1,3,1,65,1,0,4,7,6,4,1,0,6
12434,4,1,2019,176,176,6,7,2760486.177311734,497049,243608,1,1,1,3,4,4,2,1,2,1,1,6,1,1,2,6,1,1,6,NA,6,6,6,6,1,1,1,6,6,6,6,6,6,6,6,6,6,6,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,58,1,3,3,7,6,2,1,0,6
12434,6,1,2019,260,1560,6,7,498806.49952335696,497049,243608,1,3,2,4,4,4,2,2,2,2,1,6,1,1,3,1,1,5,6,NA,6,6,6,1,1,1,1,6,1,6,6,6,6,1,6,6,6,1,1,2,0,1,3,2,0,4,4,0,4,2,1,6,1,37,2,6,1,7,1,4,1,0,6
12434,9,1,2019,112,112,6,7,2288359.389895145,497049,243608,1,3,2,4,3,1,6,2,7,2,1,6,1,1,3,1,1,1,1,1,6,6,6,1,6,1,1,6,6,6,6,6,6,6,6,6,6,6,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,72,2,6,5,7,1,99,0,0,0
12434,12,1,2019,201,1005,6,7,898807.9607245021,497049,243608,1,6,5,4,4,1,2,2,2,2,1,6,1,1,3,1,1,1,1,1,6,6,6,1,1,1,1,6,1,6,6,6,6,1,6,6,6,1,0,5,0,0,1,3,1,2,1,1,2,3,0,5,1,79,1,4,4,7,1,99,0,0,0
12434,19,1,2019,186,558,6,7,491624.4637750252,497049,243608,1,2,2,4,4,1,6,2,6,2,1,6,1,1,3,1,1,1,6,NA,6,6,6,1,1,6,6,6,6,6,6,6,6,6,6,1,6,1,1,2,0,0,0,3,0,0,0,0,2,1,1,3,0,57,1,3,2,7,1,4,1,0,6
12434,22,1,2019,283,3679,6,7,346188.67536848376,497049,243608,1,3,3,4,1,1,2,1,2,1,1,6,1,1,7,1,1,1,1,1,6,6,6,1,1,1,6,6,6,6,6,6,6,6,6,6,6,1,1,4,0,2,5,6,0,7,7,0,5,8,1,13,0,56,1,7,2,7,1,4,1,0,6
12434,23,1,2019,215,215,6,7,495214.48999046854,497049,243608,1,2,2,4,4,1,7,4,7,4,1,6,1,1,7,1,1,1,6,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,48,1,1,5,7,1,4,1,0,6
12434,24,1,2019,215,215,6,7,474297.533365111,497049,243608,1,2,1,3,4,4,2,2,2,2,1,6,6,1,3,1,1,1,1,1,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,48,2,6,5,7,1,4,1,0,6
12434,25,1,2019,165,660,6,7,544693.8375770897,497049,243608,1,5,4,4,4,1,2,2,2,2,1,6,1,1,3,1,1,1,1,1,6,6,6,1,1,1,6,6,1,6,6,6,6,1,6,6,6,1,1,4,0,0,0,2,2,2,0,2,2,2,1,4,0,82,1,4,1,7,1,99,0,0,0
12434,26,1,2019,206,1030,6,7,528868.926444448,497049,243608,1,4,4,3,1,1,7,4,6,4,6,6,1,1,6,1,1,1,1,1,6,6,6,1,6,6,1,6,6,6,6,6,6,6,6,6,6,1,1,4,0,0,1,2,2,3,1,2,2,3,1,5,0,68,1,3,2,7,1,4,1,0,6
12434,27,1,2019,179,537,6,7,2190510.503336517,497049,243608,1,5,3,4,5,1,6,2,6,2,1,6,1,1,2,1,1,1,1,1,6,6,6,1,1,1,1,1,1,6,6,1,6,1,6,1,1,1,0,4,0,0,1,1,1,2,1,1,2,1,0,3,1,69,1,12,4,1,1,5,1,0,6
12472,7,1,2019,313,939,6,7,803050.5243088679,497049,243608,1,4,2,4,5,1,3,2,3,2,1,6,1,1,2,1,4,9,6,NA,6,6,6,1,1,1,1,1,1,6,6,1,6,1,6,1,1,1,1,2,0,1,0,2,0,1,1,0,1,2,0,3,0,34,2,12,2,1,1,2,1,0,1
12472,11,1,2019,344,1376,6,7,463402.41992373817,497049,243608,1,3,2,4,5,1,3,2,3,2,1,6,1,1,2,1,1,1,4,NA,6,6,6,6,1,1,1,6,1,6,6,1,6,6,6,1,6,1,1,2,0,1,1,2,0,2,2,0,1,3,0,4,0,29,1,9,2,1,1,2,1,0,1
12472,12,1,2019,248,248,6,7,2475988.7988560605,497049,243608,1,2,2,3,4,1,2,2,2,2,1,6,1,1,3,1,1,1,6,NA,6,6,1,1,1,1,6,6,1,6,6,6,6,1,6,6,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,35,1,6,5,7,1,2,1,0,6
12472,13,1,2019,229,687,6,7,341709.88655862823,497049,243608,1,2,2,3,4,1,2,2,2,2,1,6,1,1,3,6,1,1,1,3,6,6,6,1,6,1,6,6,1,6,6,6,6,6,6,6,6,1,1,2,0,0,1,2,0,1,1,0,2,1,0,3,1,49,1,2,1,7,1,99,0,0,0
12472,14,1,2019,179,358,6,7,1632099.976644428,497049,243608,1,3,3,4,4,1,2,2,2,2,1,6,1,1,2,1,2,1,1,1,6,6,6,1,1,1,1,6,1,6,6,6,6,6,6,1,1,1,0,4,0,0,0,1,1,1,0,1,1,1,0,2,1,70,1,9,5,7,1,5,1,0,6
12472,15,1,2019,148,148,6,7,2744090.562440427,497049,243608,1,1,1,3,1,3,2,2,2,2,1,6,1,1,7,1,1,1,1,1,6,6,6,1,6,1,6,6,6,6,6,6,6,6,6,6,6,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,70,1,2,1,7,1,2,1,0,6
12472,22,1,2019,260,520,6,7,334361.79694947664,497049,243608,1,3,2,3,4,1,7,4,7,4,1,6,1,1,7,6,1,1,1,3,6,6,6,1,1,6,1,6,6,1,6,6,6,6,6,6,6,1,0,3,0,0,0,2,0,0,0,0,1,1,0,2,0,47,1,8,5,7,1,4,1,0,6
12472,25,1,2019,129,129,6,7,1173364.579193576,497049,243608,1,4,3,3,4,1,2,1,2,1,1,6,1,1,2,1,1,1,1,1,6,6,6,1,1,1,1,6,6,6,6,6,6,1,6,6,6,6,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,77,2,4,4,6,1,3,1,0,6
12550,2,1,2019,276,1104,6,7,1557635.2784360168,497049,243608,1,3,2,3,5,4,2,2,2,2,1,6,1,1,6,1,2,1,1,1,6,6,6,1,1,1,1,6,1,6,6,6,6,6,6,6,6,1,1,2,0,0,0,4,0,0,0,0,2,2,0,4,1,44,1,6,1,1,1,4,1,0,6
12550,5,1,2019,207,414,6,7,447380.27488151594,497049,243608,1,5,3,4,5,1,2,2,2,2,1,6,1,1,3,1,2,1,1,1,6,6,6,1,1,1,1,6,1,6,6,1,6,1,6,1,6,6,0,3,0,0,0,2,0,0,0,0,2,0,0,2,1,59,1,6,5,7,1,4,1,0,6
12550,6,1,2019,189,378,6,7,2440073.370005842,497049,243608,1,5,3,4,5,1,2,2,2,2,1,6,1,1,3,1,2,1,1,1,6,6,6,1,1,1,1,1,1,1,6,1,6,1,6,1,6,1,0,3,0,0,0,1,1,1,0,1,1,1,0,2,1,68,3,9,4,2,1,99,0,0,0
